respondent_id,gender,age_group,household_size,region,province,district,survey_date,year,month,school_attendance,health_service_access,clean_water_access,food_security_status,response_complete,missing_fields_count
R0467,Female,50+,2,Central Highlands,North Valley,District B,2024-04-27,2024,Apr,Yes,Yes,No,Secure,False,1
R0468,Female,25-34,3,Central Highlands,North Valley,District B,2024-02-11,2024,Feb,Yes,Yes,Yes,Secure,False,3
R0469,Male,50+,7,Central Highlands,East Plains,District A,2024-03-07,2024,Mar,Yes,No,No,Insecure,True,0
R0470,Male,25-34,10,Central Highlands,South Ridge,District A,2024-01-19,2024,Jan,Yes,Yes,Yes,Insecure,True,0
R0471,Female,18-24,7,Central Highlands,East Plains,District C,2024-02-14,2024,Feb,No,Yes,Yes,Secure,True,0
R0472,Male,18-24,2,Central Highlands,South Ridge,District A,2024-04-19,2024,Apr,No,Yes,No,Insecure,True,0
R0473,Female,18-24,3,Central Highlands,South Ridge,District C,2024-01-26,2024,Jan,No,No,Yes,Insecure,False,1
R0474,Male,50+,6,Central Highlands,South Ridge,District C,2024-03-24,2024,Mar,No,Yes,Yes,Insecure,True,0
R0475,Male,18-24,10,Central Highlands,South Ridge,District A,2024-01-09,2024,Jan,Yes,No,Yes,Insecure,False,3
R0476,Male,50+,7,Central Highlands,North Valley,District A,2024-02-11,2024,Feb,No,Yes,Yes,Secure,False,3
R0477,Female,50+,7,Central Highlands,North Valley,District A,2024-02-24,2024,Feb,Yes,No,Yes,Insecure,False,3
R0478,Female,50+,6,Central Highlands,North Valley,District A,2024-03-26,2024,Mar,Yes,Yes,Yes,Secure,False,1
R0479,Female,50+,10,Central Highlands,North Valley,District C,2024-02-14,2024,Feb,Yes,No,No,Secure,True,0
R0480,Male,18-24,3,Central Highlands,South Ridge,District B,2024-03-26,2024,Mar,Yes,No,Yes,Insecure,True,0
R0481,Female,35-49,1,Central Highlands,East Plains,District A,2024-03-23,2024,Mar,Yes,No,Yes,Insecure,True,0
R0482,Male,18-24,9,Central Highlands,North Valley,District B,2024-02-24,2024,Feb,No,No,Yes,Insecure,True,0
R0483,Female,35-49,1,Central Highlands,South Ridge,District A,2024-02-24,2024,Feb,No,No,Yes,Insecure,False,1
R0484,Female,35-49,2,Central Highlands,South Ridge,District A,2024-02-29,2024,Feb,Yes,Yes,No,Secure,False,3
R0485,Male,50+,7,Central Highlands,South Ridge,District B,2024-01-16,2024,Jan,Yes,Yes,Yes,Insecure,False,1
R0486,Male,25-34,5,Central Highlands,East Plains,District A,2024-04-04,2024,Apr,Yes,Yes,No,Secure,True,0
R0487,Male,35-49,7,Central Highlands,North Valley,District C,2024-04-28,2024,Apr,Yes,No,Yes,Secure,True,0
R0488,Female,25-34,3,Central Highlands,North Valley,District C,2024-01-31,2024,Jan,No,Yes,Yes,Secure,False,2
R0489,Female,35-49,2,Central Highlands,North Valley,District C,2024-01-22,2024,Jan,Yes,Yes,Yes,Secure,True,0
R0490,Male,25-34,2,Central Highlands,East Plains,District A,2024-02-21,2024,Feb,No,No,No,Secure,True,0
R0491,Female,18-24,9,Central Highlands,North Valley,District C,2024-04-12,2024,Apr,Yes,Yes,Yes,Secure,False,1
R0492,Male,18-24,9,Central Highlands,East Plains,District A,2024-03-17,2024,Mar,No,Yes,Yes,Insecure,True,0
R0493,Female,18-24,4,Central Highlands,East Plains,District A,2024-01-04,2024,Jan,Yes,No,Yes,Secure,True,0
R0494,Male,50+,5,Central Highlands,South Ridge,District B,2024-04-02,2024,Apr,Yes,Yes,No,Secure,False,2
R0495,Male,25-34,9,Central Highlands,South Ridge,District C,2024-04-29,2024,Apr,No,No,No,Insecure,True,0
R0496,Male,50+,4,Central Highlands,North Valley,District C,2024-04-03,2024,Apr,Yes,No,No,Secure,False,1
R0497,Male,35-49,9,Central Highlands,North Valley,District B,2024-04-25,2024,Apr,No,Yes,Yes,Insecure,True,0
R0498,Female,50+,10,Central Highlands,North Valley,District A,2024-03-13,2024,Mar,No,No,No,Insecure,False,1
R0499,Female,35-49,8,Central Highlands,South Ridge,District C,2024-02-16,2024,Feb,Yes,Yes,No,Secure,False,2
R0500,Male,25-34,7,Central Highlands,South Ridge,District A,2024-01-06,2024,Jan,Yes,No,Yes,Secure,False,1
R0501,Male,25-34,3,Central Highlands,South Ridge,District B,2024-01-31,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0502,Female,25-34,4,Central Highlands,East Plains,District C,2024-01-30,2024,Jan,No,Yes,Yes,Insecure,True,0
R0503,Male,18-24,4,Central Highlands,South Ridge,District C,2024-01-14,2024,Jan,Yes,No,No,Insecure,False,3
R0504,Male,18-24,9,Central Highlands,South Ridge,District A,2024-03-06,2024,Mar,No,Yes,Yes,Insecure,False,1
R0505,Female,25-34,8,Central Highlands,South Ridge,District A,2024-01-22,2024,Jan,Yes,No,Yes,Insecure,True,0
R0506,Female,50+,4,Central Highlands,East Plains,District B,2024-02-09,2024,Feb,Yes,No,Yes,Insecure,True,0
R0507,Female,50+,10,Central Highlands,East Plains,District B,2024-01-15,2024,Jan,Yes,Yes,Yes,Insecure,False,1
R0508,Female,25-34,2,Central Highlands,South Ridge,District A,2024-04-22,2024,Apr,Yes,No,No,Insecure,True,0
R0509,Male,18-24,2,Central Highlands,North Valley,District A,2024-02-19,2024,Feb,Yes,No,Yes,Insecure,True,0
R0510,Female,18-24,2,Central Highlands,North Valley,District C,2024-03-14,2024,Mar,No,Yes,No,Secure,False,3
R0511,Male,25-34,3,Central Highlands,East Plains,District B,2024-03-08,2024,Mar,No,Yes,No,Insecure,False,1
R0512,Male,50+,3,Central Highlands,East Plains,District C,2024-04-21,2024,Apr,Yes,No,Yes,Insecure,False,3
R0513,Male,50+,1,Central Highlands,North Valley,District C,2024-01-04,2024,Jan,Yes,No,No,Insecure,True,0
R0514,Female,35-49,6,Central Highlands,East Plains,District C,2024-03-17,2024,Mar,Yes,Yes,No,Secure,False,3
R0515,Male,18-24,8,Central Highlands,South Ridge,District B,2024-01-09,2024,Jan,No,No,No,Insecure,False,3
R0516,Female,25-34,6,Central Highlands,South Ridge,District B,2024-01-17,2024,Jan,Yes,Yes,Yes,Insecure,False,1
R0517,Female,35-49,6,Central Highlands,North Valley,District C,2024-02-20,2024,Feb,Yes,No,Yes,Insecure,False,1
R0518,Male,18-24,6,Central Highlands,South Ridge,District A,2024-04-26,2024,Apr,No,Yes,No,Secure,True,0
R0519,Female,35-49,3,Central Highlands,East Plains,District B,2024-02-01,2024,Feb,No,No,Yes,Secure,False,3
R0520,Female,35-49,2,Central Highlands,North Valley,District A,2024-04-06,2024,Apr,No,No,Yes,Insecure,True,0
R0521,Male,25-34,5,Central Highlands,South Ridge,District C,2024-03-05,2024,Mar,No,Yes,No,Secure,True,0
R0522,Female,18-24,9,Central Highlands,East Plains,District B,2024-04-24,2024,Apr,No,No,No,Insecure,True,0
R0523,Female,35-49,4,Central Highlands,South Ridge,District C,2024-02-13,2024,Feb,Yes,No,Yes,Insecure,False,2
R0524,Male,35-49,5,Central Highlands,North Valley,District B,2024-01-02,2024,Jan,No,Yes,Yes,Insecure,True,0
R0525,Male,50+,6,Central Highlands,East Plains,District B,2024-01-22,2024,Jan,Yes,No,No,Insecure,False,3
R0526,Female,35-49,3,Central Highlands,South Ridge,District C,2024-01-12,2024,Jan,No,No,Yes,Secure,False,2
R0527,Female,18-24,8,Central Highlands,South Ridge,District C,2024-03-13,2024,Mar,Yes,No,No,Insecure,False,1
R0528,Male,18-24,7,Central Highlands,East Plains,District B,2024-04-06,2024,Apr,No,Yes,No,Secure,False,1
R0529,Male,25-34,10,Central Highlands,East Plains,District A,2024-03-30,2024,Mar,Yes,Yes,Yes,Secure,True,0
R0530,Female,18-24,7,Central Highlands,South Ridge,District B,2024-04-10,2024,Apr,No,Yes,No,Secure,True,0
R0531,Female,18-24,7,Central Highlands,North Valley,District C,2024-03-23,2024,Mar,No,Yes,No,Secure,True,0
R0532,Male,25-34,10,Central Highlands,North Valley,District C,2024-03-11,2024,Mar,Yes,Yes,Yes,Insecure,True,0
R0533,Female,35-49,2,Central Highlands,North Valley,District B,2024-01-07,2024,Jan,Yes,No,Yes,Insecure,True,0
R0534,Female,25-34,9,Central Highlands,South Ridge,District B,2024-03-06,2024,Mar,Yes,Yes,Yes,Insecure,False,2
R0535,Male,35-49,10,Central Highlands,East Plains,District B,2024-01-02,2024,Jan,No,No,No,Secure,True,0
R0536,Female,35-49,4,Central Highlands,East Plains,District B,2024-04-20,2024,Apr,Yes,Yes,No,Secure,True,0
R0537,Female,25-34,1,Central Highlands,East Plains,District C,2024-03-16,2024,Mar,Yes,No,No,Secure,False,3
R0538,Female,25-34,1,Central Highlands,North Valley,District B,2024-02-25,2024,Feb,Yes,No,Yes,Insecure,False,3
R0539,Male,25-34,3,Central Highlands,North Valley,District B,2024-03-24,2024,Mar,Yes,Yes,Yes,Secure,False,3
R0540,Female,25-34,1,Central Highlands,East Plains,District A,2024-03-21,2024,Mar,Yes,Yes,No,Insecure,False,2
R0541,Female,18-24,5,Central Highlands,North Valley,District A,2024-02-02,2024,Feb,Yes,Yes,No,Secure,False,3
R0542,Female,25-34,4,Central Highlands,North Valley,District B,2024-03-09,2024,Mar,No,Yes,No,Insecure,False,3
R0543,Male,25-34,7,Central Highlands,North Valley,District A,2024-01-24,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0544,Male,50+,7,Central Highlands,South Ridge,District A,2024-01-14,2024,Jan,Yes,No,No,Secure,False,2
R0545,Female,18-24,1,Central Highlands,East Plains,District B,2024-04-16,2024,Apr,No,Yes,Yes,Secure,False,2
R0546,Female,18-24,6,Central Highlands,East Plains,District B,2024-01-04,2024,Jan,Yes,No,No,Secure,True,0
R0547,Female,35-49,1,Central Highlands,East Plains,District A,2024-02-25,2024,Feb,Yes,Yes,No,Secure,False,1
R0548,Male,50+,1,Central Highlands,South Ridge,District C,2024-04-07,2024,Apr,No,Yes,Yes,Insecure,True,0
R0549,Male,50+,7,Central Highlands,South Ridge,District B,2024-03-29,2024,Mar,No,Yes,No,Insecure,True,0
R0550,Male,18-24,10,Central Highlands,South Ridge,District B,2024-01-22,2024,Jan,Yes,No,No,Secure,False,1
R0551,Female,18-24,4,Central Highlands,East Plains,District A,2024-04-26,2024,Apr,Yes,Yes,Yes,Secure,True,0
R0552,Male,25-34,9,Central Highlands,South Ridge,District C,2024-02-07,2024,Feb,No,Yes,Yes,Insecure,False,3
R0553,Male,25-34,3,Central Highlands,North Valley,District B,2024-04-25,2024,Apr,No,Yes,No,Secure,False,2
R0554,Male,50+,4,Central Highlands,South Ridge,District A,2024-01-18,2024,Jan,Yes,Yes,No,Secure,False,2
R0555,Female,18-24,6,Central Highlands,North Valley,District A,2024-03-05,2024,Mar,No,No,No,Secure,False,1
R0556,Female,25-34,3,Central Highlands,North Valley,District C,2024-01-05,2024,Jan,Yes,No,Yes,Insecure,True,0
R0557,Female,18-24,4,Central Highlands,South Ridge,District B,2024-01-01,2024,Jan,No,Yes,Yes,Insecure,False,2
R0558,Female,50+,8,Central Highlands,East Plains,District C,2024-01-29,2024,Jan,Yes,Yes,No,Secure,False,2
R0559,Female,35-49,2,Central Highlands,South Ridge,District C,2024-04-07,2024,Apr,No,Yes,Yes,Secure,False,1
R0560,Female,50+,6,Central Highlands,East Plains,District B,2024-01-17,2024,Jan,No,Yes,No,Secure,False,2
R0561,Female,18-24,10,Central Highlands,East Plains,District A,2024-03-16,2024,Mar,Yes,Yes,Yes,Insecure,False,2
R0562,Female,25-34,4,Central Highlands,East Plains,District B,2024-04-28,2024,Apr,Yes,Yes,No,Insecure,True,0
R0563,Female,18-24,3,Central Highlands,North Valley,District B,2024-02-26,2024,Feb,Yes,Yes,No,Insecure,False,2
R0564,Female,35-49,7,Central Highlands,South Ridge,District A,2024-02-13,2024,Feb,Yes,No,Yes,Secure,False,3
R0565,Male,50+,10,Central Highlands,North Valley,District A,2024-02-19,2024,Feb,Yes,No,No,Insecure,False,2
R0566,Male,25-34,5,Central Highlands,South Ridge,District B,2024-01-16,2024,Jan,Yes,No,Yes,Insecure,False,2
R0567,Female,50+,1,Central Highlands,North Valley,District A,2024-01-02,2024,Jan,No,Yes,Yes,Insecure,False,1
R0568,Male,50+,4,Central Highlands,North Valley,District C,2024-03-11,2024,Mar,Yes,Yes,Yes,Secure,False,1
R0569,Female,50+,6,Central Highlands,East Plains,District B,2024-01-23,2024,Jan,Yes,No,No,Secure,True,0
R0570,Female,18-24,3,Central Highlands,East Plains,District B,2024-03-22,2024,Mar,Yes,No,Yes,Insecure,False,3
R0571,Female,50+,7,Central Highlands,North Valley,District C,2024-01-18,2024,Jan,No,Yes,No,Insecure,False,2
R0572,Female,18-24,1,Central Highlands,East Plains,District A,2024-01-23,2024,Jan,No,No,No,Secure,False,2
R0573,Female,50+,9,Central Highlands,North Valley,District C,2024-01-10,2024,Jan,Yes,Yes,Yes,Insecure,False,2
R0574,Female,50+,2,Central Highlands,North Valley,District A,2024-01-08,2024,Jan,No,Yes,No,Secure,False,2
R0575,Male,50+,5,Central Highlands,South Ridge,District B,2024-03-22,2024,Mar,Yes,Yes,No,Secure,True,0
R0576,Female,35-49,7,Central Highlands,South Ridge,District B,2024-01-23,2024,Jan,Yes,Yes,Yes,Secure,False,1
R0577,Male,18-24,3,Central Highlands,North Valley,District A,2024-04-22,2024,Apr,No,No,Yes,Secure,False,1
R0578,Male,25-34,5,Central Highlands,South Ridge,District A,2024-04-03,2024,Apr,Yes,Yes,No,Secure,False,2
R0579,Female,35-49,8,Central Highlands,North Valley,District C,2024-03-04,2024,Mar,No,No,Yes,Secure,True,0
R0580,Female,18-24,5,Central Highlands,North Valley,District A,2024-04-23,2024,Apr,Yes,No,No,Secure,True,0
R0581,Female,35-49,7,Central Highlands,North Valley,District B,2024-03-16,2024,Mar,No,Yes,No,Insecure,False,3
R0582,Male,50+,5,Central Highlands,North Valley,District B,2024-03-08,2024,Mar,No,Yes,Yes,Secure,True,0
R0583,Female,35-49,4,Central Highlands,North Valley,District C,2024-03-07,2024,Mar,Yes,No,Yes,Insecure,True,0
R0584,Female,18-24,6,Central Highlands,South Ridge,District C,2024-04-22,2024,Apr,Yes,No,Yes,Insecure,True,0
R0585,Female,50+,2,Central Highlands,East Plains,District C,2024-02-27,2024,Feb,Yes,No,No,Secure,True,0
R0586,Female,18-24,8,Central Highlands,East Plains,District A,2024-03-06,2024,Mar,No,Yes,Yes,Secure,False,1
R0587,Female,18-24,5,Central Highlands,North Valley,District A,2024-02-18,2024,Feb,No,Yes,Yes,Secure,True,0
R0588,Male,18-24,3,Central Highlands,North Valley,District B,2024-03-03,2024,Mar,Yes,No,Yes,Insecure,False,1
R0589,Male,50+,2,Central Highlands,East Plains,District A,2024-03-05,2024,Mar,No,No,No,Insecure,True,0
R0590,Female,25-34,2,Central Highlands,South Ridge,District C,2024-04-06,2024,Apr,No,Yes,Yes,Insecure,True,0
R0591,Male,25-34,7,Central Highlands,East Plains,District B,2024-02-29,2024,Feb,Yes,Yes,Yes,Secure,False,1
R0592,Female,50+,10,Central Highlands,East Plains,District A,2024-04-02,2024,Apr,No,Yes,No,Insecure,True,0
R0593,Female,25-34,4,Central Highlands,North Valley,District A,2024-02-15,2024,Feb,No,Yes,Yes,Insecure,True,0
R0594,Female,50+,9,Central Highlands,East Plains,District C,2024-01-02,2024,Jan,No,No,Yes,Insecure,False,3
R0595,Male,50+,3,Central Highlands,North Valley,District C,2024-03-14,2024,Mar,Yes,Yes,No,Secure,False,1
R0596,Female,35-49,3,Central Highlands,South Ridge,District A,2024-03-03,2024,Mar,Yes,No,Yes,Secure,False,1
R0597,Male,25-34,4,Central Highlands,South Ridge,District B,2024-04-04,2024,Apr,Yes,No,Yes,Insecure,False,2
R0598,Female,35-49,3,Central Highlands,East Plains,District A,2024-04-16,2024,Apr,Yes,Yes,No,Secure,False,3
R0599,Female,25-34,5,Central Highlands,North Valley,District A,2024-01-07,2024,Jan,Yes,Yes,No,Secure,False,2
R0600,Male,35-49,5,Central Highlands,North Valley,District C,2024-04-08,2024,Apr,No,Yes,Yes,Secure,False,1
R0601,Male,25-34,6,Central Highlands,East Plains,District B,2024-03-04,2024,Mar,Yes,Yes,No,Insecure,False,2
R0602,Male,35-49,9,Central Highlands,North Valley,District A,2024-02-15,2024,Feb,No,Yes,Yes,Insecure,False,1
R0603,Male,35-49,1,Central Highlands,South Ridge,District C,2024-04-16,2024,Apr,Yes,Yes,Yes,Secure,False,2
R0604,Male,18-24,6,Central Highlands,East Plains,District B,2024-02-05,2024,Feb,No,Yes,No,Secure,False,1
R0605,Female,25-34,9,Central Highlands,North Valley,District C,2024-04-03,2024,Apr,Yes,No,Yes,Secure,True,0
R0606,Male,50+,2,Central Highlands,North Valley,District A,2024-04-27,2024,Apr,Yes,No,No,Insecure,False,1
R0607,Male,35-49,4,Central Highlands,South Ridge,District B,2024-02-07,2024,Feb,Yes,Yes,No,Secure,False,2
R0608,Male,25-34,4,Central Highlands,South Ridge,District B,2024-03-31,2024,Mar,Yes,Yes,No,Insecure,False,3
R0609,Female,35-49,4,Central Highlands,North Valley,District B,2024-04-10,2024,Apr,Yes,Yes,No,Insecure,True,0
R0610,Female,18-24,8,Central Highlands,South Ridge,District B,2024-03-21,2024,Mar,Yes,No,Yes,Insecure,False,1
R0611,Female,35-49,4,Central Highlands,South Ridge,District B,2024-03-14,2024,Mar,Yes,No,Yes,Secure,True,0
R0612,Female,35-49,9,Central Highlands,South Ridge,District B,2024-01-10,2024,Jan,No,No,Yes,Secure,False,3
R0613,Female,25-34,9,Central Highlands,North Valley,District B,2024-02-27,2024,Feb,Yes,Yes,Yes,Secure,True,0
R0614,Female,18-24,3,Central Highlands,North Valley,District C,2024-01-08,2024,Jan,No,Yes,No,Insecure,False,2
R0615,Male,50+,6,Central Highlands,South Ridge,District B,2024-01-14,2024,Jan,Yes,No,No,Insecure,False,1
R0616,Female,18-24,7,Central Highlands,East Plains,District C,2024-01-29,2024,Jan,No,Yes,Yes,Secure,False,3
R0617,Female,50+,10,Central Highlands,South Ridge,District A,2024-03-16,2024,Mar,Yes,No,No,Secure,True,0
R0618,Male,25-34,10,Central Highlands,East Plains,District C,2024-02-09,2024,Feb,No,No,Yes,Insecure,False,3
R0619,Female,35-49,6,Central Highlands,North Valley,District B,2024-03-17,2024,Mar,Yes,Yes,Yes,Secure,False,2
R0620,Male,50+,4,Central Highlands,South Ridge,District A,2024-02-15,2024,Feb,Yes,Yes,No,Secure,False,2
R0621,Male,35-49,9,Central Highlands,East Plains,District C,2024-04-11,2024,Apr,Yes,Yes,Yes,Secure,False,3
R0622,Male,50+,6,Central Highlands,South Ridge,District B,2024-03-29,2024,Mar,No,No,Yes,Secure,False,1
R0623,Male,25-34,10,Central Highlands,South Ridge,District B,2024-04-04,2024,Apr,Yes,Yes,No,Insecure,True,0
R0624,Male,25-34,7,Central Highlands,South Ridge,District B,2024-04-27,2024,Apr,No,No,No,Secure,False,3
R0625,Male,18-24,8,Central Highlands,North Valley,District A,2024-02-10,2024,Feb,No,No,No,Insecure,False,1
R0626,Female,50+,2,Central Highlands,South Ridge,District A,2024-03-23,2024,Mar,Yes,Yes,Yes,Insecure,True,0
R0627,Female,18-24,9,Central Highlands,North Valley,District C,2024-01-27,2024,Jan,No,No,No,Insecure,True,0
R0628,Female,18-24,10,Central Highlands,South Ridge,District C,2024-03-26,2024,Mar,Yes,No,No,Secure,True,0
R0629,Male,50+,5,Central Highlands,North Valley,District C,2024-04-09,2024,Apr,No,Yes,Yes,Insecure,False,1
R0630,Male,50+,10,Central Highlands,North Valley,District A,2024-03-14,2024,Mar,No,No,No,Secure,False,1
R0631,Male,35-49,8,Central Highlands,North Valley,District C,2024-03-26,2024,Mar,No,Yes,No,Insecure,False,2
R0632,Female,25-34,5,Central Highlands,North Valley,District A,2024-01-26,2024,Jan,Yes,Yes,Yes,Insecure,True,0
R0633,Female,18-24,1,Central Highlands,North Valley,District A,2024-03-30,2024,Mar,Yes,Yes,No,Insecure,True,0
R0634,Male,50+,4,Central Highlands,North Valley,District B,2024-01-05,2024,Jan,No,Yes,Yes,Insecure,False,1
R0635,Male,35-49,1,Central Highlands,South Ridge,District A,2024-02-09,2024,Feb,No,Yes,No,Secure,False,1
R0636,Female,25-34,5,Central Highlands,South Ridge,District C,2024-03-22,2024,Mar,Yes,No,Yes,Insecure,False,2
R0637,Male,50+,6,Central Highlands,North Valley,District A,2024-04-27,2024,Apr,Yes,No,No,Insecure,True,0
R0638,Female,50+,3,Central Highlands,East Plains,District B,2024-02-09,2024,Feb,Yes,Yes,No,Insecure,False,2
R0639,Female,25-34,8,Central Highlands,North Valley,District C,2024-01-19,2024,Jan,No,Yes,No,Secure,False,1
R0640,Male,18-24,5,Central Highlands,South Ridge,District C,2024-04-21,2024,Apr,No,Yes,No,Secure,True,0
R0641,Female,35-49,9,Central Highlands,South Ridge,District B,2024-04-15,2024,Apr,No,No,No,Insecure,True,0
R0642,Female,18-24,6,Central Highlands,East Plains,District B,2024-04-01,2024,Apr,No,No,Yes,Insecure,True,0
R0643,Female,35-49,7,Central Highlands,East Plains,District C,2024-02-08,2024,Feb,Yes,No,No,Secure,True,0
R0644,Female,50+,6,Central Highlands,North Valley,District A,2024-02-18,2024,Feb,No,Yes,No,Secure,False,1
R0645,Female,50+,6,Central Highlands,South Ridge,District A,2024-03-20,2024,Mar,No,Yes,Yes,Secure,False,2
R0646,Female,18-24,3,Central Highlands,South Ridge,District C,2024-02-05,2024,Feb,Yes,Yes,No,Insecure,True,0
R0647,Male,35-49,6,Central Highlands,South Ridge,District C,2024-02-24,2024,Feb,Yes,Yes,No,Insecure,True,0
R0648,Male,50+,1,Central Highlands,East Plains,District B,2024-01-11,2024,Jan,Yes,Yes,Yes,Secure,True,0
R0649,Female,35-49,9,Central Highlands,North Valley,District A,2024-03-08,2024,Mar,No,No,Yes,Secure,False,3
R0650,Male,50+,7,Central Highlands,East Plains,District A,2024-04-11,2024,Apr,No,No,No,Insecure,False,3
R0651,Female,35-49,2,Central Highlands,South Ridge,District C,2024-02-20,2024,Feb,Yes,No,Yes,Insecure,False,2
R0652,Male,25-34,2,Central Highlands,South Ridge,District A,2024-03-14,2024,Mar,Yes,No,Yes,Insecure,True,0
R0653,Female,18-24,2,Central Highlands,East Plains,District C,2024-03-21,2024,Mar,No,Yes,No,Secure,False,2
R0654,Female,35-49,5,Central Highlands,North Valley,District B,2024-02-29,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0655,Male,50+,10,Central Highlands,North Valley,District A,2024-02-14,2024,Feb,No,Yes,No,Insecure,False,2
R0656,Female,25-34,8,Central Highlands,South Ridge,District C,2024-04-04,2024,Apr,No,No,Yes,Insecure,False,3
R0657,Female,18-24,5,Central Highlands,North Valley,District B,2024-04-25,2024,Apr,No,No,Yes,Secure,False,1
R0658,Female,25-34,4,Central Highlands,East Plains,District C,2024-03-18,2024,Mar,Yes,Yes,Yes,Insecure,False,3
R0659,Female,18-24,3,Central Highlands,South Ridge,District C,2024-03-05,2024,Mar,Yes,Yes,Yes,Secure,False,1
R0660,Male,50+,1,Central Highlands,North Valley,District A,2024-03-31,2024,Mar,Yes,Yes,No,Secure,True,0
R0661,Female,25-34,7,Central Highlands,South Ridge,District B,2024-03-12,2024,Mar,No,No,Yes,Insecure,True,0
R0662,Female,50+,1,Central Highlands,South Ridge,District C,2024-02-14,2024,Feb,Yes,No,No,Insecure,False,1
R0663,Male,25-34,1,Central Highlands,South Ridge,District B,2024-04-11,2024,Apr,Yes,Yes,No,Secure,True,0
R0664,Male,25-34,2,Central Highlands,East Plains,District B,2024-01-24,2024,Jan,Yes,No,No,Secure,False,2
R0665,Male,35-49,9,Central Highlands,South Ridge,District C,2024-03-25,2024,Mar,No,No,No,Secure,True,0
R0666,Male,25-34,4,Central Highlands,South Ridge,District B,2024-03-27,2024,Mar,No,Yes,No,Insecure,False,3
R0667,Female,50+,1,Central Highlands,East Plains,District C,2024-02-29,2024,Feb,Yes,Yes,No,Insecure,False,2
R0668,Female,18-24,6,Central Highlands,South Ridge,District C,2024-01-30,2024,Jan,No,Yes,No,Insecure,True,0
R0669,Male,50+,6,Central Highlands,North Valley,District C,2024-03-07,2024,Mar,No,Yes,Yes,Secure,False,1
R0670,Female,50+,7,Central Highlands,South Ridge,District A,2024-02-05,2024,Feb,No,Yes,Yes,Insecure,False,3
R0671,Female,25-34,1,Central Highlands,South Ridge,District A,2024-04-04,2024,Apr,Yes,No,Yes,Secure,True,0
R0672,Female,35-49,2,Central Highlands,East Plains,District B,2024-04-18,2024,Apr,Yes,No,Yes,Insecure,True,0
R0673,Female,50+,7,Central Highlands,South Ridge,District B,2024-04-04,2024,Apr,No,Yes,No,Insecure,False,2
R0674,Female,25-34,5,Central Highlands,North Valley,District A,2024-04-16,2024,Apr,Yes,Yes,No,Secure,True,0
R0675,Male,25-34,5,Central Highlands,East Plains,District A,2024-01-15,2024,Jan,Yes,Yes,Yes,Secure,False,3
R0676,Male,50+,7,Central Highlands,North Valley,District B,2024-01-16,2024,Jan,No,No,Yes,Insecure,False,1
R0677,Male,25-34,5,Central Highlands,East Plains,District A,2024-02-28,2024,Feb,Yes,No,No,Insecure,False,1
R0678,Male,35-49,10,Central Highlands,East Plains,District B,2024-04-04,2024,Apr,No,Yes,Yes,Insecure,True,0
R0679,Male,25-34,4,Central Highlands,South Ridge,District B,2024-04-02,2024,Apr,Yes,No,No,Insecure,False,1
R0680,Female,35-49,8,Central Highlands,East Plains,District C,2024-02-06,2024,Feb,Yes,Yes,Yes,Insecure,True,0
R0681,Female,50+,10,Central Highlands,East Plains,District B,2024-01-21,2024,Jan,Yes,Yes,No,Insecure,True,0
R0682,Male,50+,4,Central Highlands,South Ridge,District C,2024-02-14,2024,Feb,No,No,No,Insecure,False,1
R0683,Female,18-24,6,Central Highlands,South Ridge,District B,2024-04-09,2024,Apr,No,Yes,No,Insecure,False,1
R0684,Female,25-34,5,Central Highlands,South Ridge,District B,2024-04-01,2024,Apr,No,No,Yes,Secure,False,3
R0685,Female,50+,8,Central Highlands,North Valley,District B,2024-04-07,2024,Apr,Yes,No,No,Secure,False,3
R0686,Female,50+,1,Central Highlands,North Valley,District C,2024-01-06,2024,Jan,No,No,Yes,Secure,True,0
R0687,Male,18-24,5,Central Highlands,North Valley,District C,2024-04-19,2024,Apr,Yes,No,Yes,Insecure,False,2
R0688,Male,25-34,5,Central Highlands,South Ridge,District B,2024-02-08,2024,Feb,Yes,No,Yes,Secure,False,3
R0689,Female,50+,9,Central Highlands,South Ridge,District C,2024-04-14,2024,Apr,No,Yes,No,Insecure,True,0
R0690,Male,18-24,1,Central Highlands,South Ridge,District A,2024-03-05,2024,Mar,Yes,Yes,Yes,Insecure,False,1
R0691,Female,50+,5,Central Highlands,East Plains,District B,2024-01-27,2024,Jan,No,Yes,Yes,Insecure,False,2
R0692,Female,50+,7,Central Highlands,South Ridge,District C,2024-01-28,2024,Jan,Yes,Yes,No,Insecure,False,1
R0693,Male,18-24,7,Central Highlands,North Valley,District B,2024-02-02,2024,Feb,No,No,No,Insecure,False,1
R0694,Female,50+,9,Central Highlands,South Ridge,District C,2024-03-14,2024,Mar,Yes,No,No,Insecure,True,0
R0695,Male,18-24,3,Central Highlands,South Ridge,District C,2024-01-24,2024,Jan,Yes,Yes,No,Insecure,False,2
R0696,Male,35-49,7,Central Highlands,North Valley,District B,2024-03-29,2024,Mar,No,No,No,Insecure,False,1
R0697,Female,18-24,7,Central Highlands,South Ridge,District B,2024-04-21,2024,Apr,Yes,No,No,Insecure,False,3
R0698,Female,18-24,1,Central Highlands,South Ridge,District A,2024-01-02,2024,Jan,Yes,Yes,No,Secure,True,0
